Venda ID,Produto,Data,Hora,Quantidade,Preço Unitário,Cliente ID,Forma Pagamento,Preço Total
2034,Croissant de Amêndoas,13/01/2024,09:52:39,9,18.0,125,Cartão de Débito,162.0
11183,Croissant,13/01/2024,09:57:54,5,11.5,111,Dinheiro,57.5
10826,Tartelete de caramelo e chocolate,13/01/2024,10:03:57,2,16.0,195,Cartão de Crédito,32.0
6131,BOSTOCK,13/01/2024,10:10:40,3,18.0,149,Dinheiro,54.0
6990,Tartelete de limão,13/01/2024,10:19:46,3,16.0,163,Dinheiro,48.0
5276,Baguete calabresa com Alecrim,13/01/2024,10:26:16,2,12.0,184,Cartão de Débito,24.0
3089,Gorgonzola com nozes,13/01/2024,10:32:46,5,36.5,158,Cartão de Débito,182.5
8204,Baguete calabresa com Alecrim,13/01/2024,10:35:25,9,12.0,145,Cartão de Crédito,108.0
10432,Croissant,13/01/2024,10:39:45,5,11.5,159,Dinheiro,57.5
690,Supreme / Croissant NY Chocolate,13/01/2024,10:53:02,9,19.0,165,Dinheiro,171.0
1583,Brioche,13/01/2024,10:54:09,3,25.0,105,Cartão de Crédito,75.0
6421,Gorgonzola com nozes,13/01/2024,10:54:15,5,36.5,132,Cartão de Débito,182.5
8805,Tartelete de limão,13/01/2024,11:13:26,4,16.0,167,Dinheiro,64.0
10493,Gorgonzola com nozes,13/01/2024,11:18:28,3,36.5,108,Cartão de Crédito,109.5
4601,Gorgonzola com nozes,13/01/2024,11:21:35,7,36.5,128,Dinheiro,255.5
7849,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,11:23:31,10,20.0,144,Cartão de Crédito,200.0
7343,Brioche,13/01/2024,11:28:56,5,25.0,177,Cartão de Crédito,125.0
10047,Cruffin de Creme de Avelã,13/01/2024,11:30:20,5,16.0,189,Cartão de Crédito,80.0
1912,BOSTOCK,13/01/2024,11:31:40,1,18.0,129,Cartão de Crédito,18.0
8325,Brioche,13/01/2024,11:32:49,8,25.0,105,Dinheiro,200.0
8445,Danish Gorgonzola com amêndoas,13/01/2024,11:35:07,5,15.0,189,Cartão de Débito,75.0
8575,Tartelete de caramelo e chocolate,13/01/2024,11:39:41,5,16.0,136,Dinheiro,80.0
6347,Cruffin de Creme de Avelã,13/01/2024,11:41:49,5,16.0,143,Cartão de Crédito,80.0
2568,Tradicional/Seu Tico,13/01/2024,11:46:33,3,29.5,133,Cartão de Débito,88.5
348,Croissant de Amêndoas,13/01/2024,11:50:13,10,18.0,155,Cartão de Débito,180.0
1998,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,11:52:23,9,20.0,151,Dinheiro,180.0
10858,Croissant,13/01/2024,11:56:02,2,11.5,197,Cartão de Débito,23.0
13422,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,11:58:44,8,20.0,176,Dinheiro,160.0
14176,Tartelete de limão,13/01/2024,12:08:53,2,16.0,163,Dinheiro,32.0
2154,Tartelete de limão,13/01/2024,12:19:46,2,16.0,173,Cartão de Crédito,32.0
13194,kouign-amann,13/01/2024,12:27:22,3,18.0,153,Dinheiro,54.0
6349,Brioche,13/01/2024,13:06:04,8,25.0,134,Cartão de Crédito,200.0
11256,Baguete,13/01/2024,13:38:31,17,10.0,104,Dinheiro,170.0
5947,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,13:47:24,1,20.0,175,Cartão de Débito,20.0
7402,"Danish Mussarela, bacon e mostarda",13/01/2024,13:52:03,1,15.0,191,Dinheiro,15.0
5894,BOSTOCK,13/01/2024,13:56:45,6,18.0,136,Dinheiro,108.0
4261,Danish Gorgonzola com amêndoas,13/01/2024,14:29:17,8,15.0,137,Dinheiro,120.0
7491,Baguete calabresa com Alecrim,13/01/2024,14:29:27,8,12.0,119,Dinheiro,96.0
13928,BOSTOCK,13/01/2024,14:31:58,3,18.0,181,Dinheiro,54.0
1139,Baguete,13/01/2024,14:32:34,10,10.0,101,Dinheiro,100.0
2653,Tartelete de limão,13/01/2024,14:44:53,5,16.0,148,Cartão de Débito,80.0
8668,Baguete calabresa com Alecrim,13/01/2024,15:16:04,7,12.0,189,Cartão de Débito,84.0
7864,Tartelete de caramelo e chocolate,13/01/2024,15:16:58,7,16.0,171,Cartão de Débito,112.0
14262,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,15:29:45,7,20.0,109,Dinheiro,140.0
2206,Supreme / Croissant NY Chocolate,13/01/2024,15:31:22,9,19.0,116,Cartão de Crédito,171.0
8409,Supreme / Croissant NY Chocolate,13/01/2024,15:33:28,8,19.0,132,Cartão de Crédito,152.0
10298,Supreme / Croissant NY Chocolate,13/01/2024,15:41:51,6,19.0,152,Dinheiro,114.0
5986,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,15:45:22,1,20.0,162,Cartão de Débito,20.0
3680,Tartelete de limão,13/01/2024,15:47:36,7,16.0,108,Cartão de Débito,112.0
12200,Pain aux Suisse,13/01/2024,16:08:37,1,14.0,171,Cartão de Débito,14.0
4343,Pain au chocolat,13/01/2024,16:20:34,3,13.5,161,Dinheiro,40.5
13321,Pastel de nata,13/01/2024,16:21:13,3,8.5,159,Cartão de Crédito,25.5
4149,Cruffin de Creme de Avelã,13/01/2024,16:37:32,8,16.0,124,Cartão de Crédito,128.0
8633,Pain au chocolat,13/01/2024,16:42:54,5,13.5,165,Dinheiro,67.5
3004,"Danish Mussarela, bacon e mostarda",13/01/2024,16:55:20,7,15.0,128,Dinheiro,105.0
11930,Gorgonzola com nozes,13/01/2024,16:55:54,7,36.5,108,Cartão de Débito,255.5
14290,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,17:08:29,4,20.0,165,Cartão de Débito,80.0
8715,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,17:13:37,8,20.0,183,Cartão de Crédito,160.0
7758,Cruffin de Creme de Avelã,13/01/2024,17:26:32,2,16.0,170,Cartão de Débito,32.0
2305,Pain au chocolat,13/01/2024,17:27:21,1,13.5,103,Cartão de Débito,13.5
5906,Croissant de Amêndoas,13/01/2024,17:27:40,2,18.0,182,Cartão de Crédito,36.0
4015,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,17:32:20,7,20.0,199,Cartão de Crédito,140.0
4915,Supreme / Croissant NY Chocolate,13/01/2024,17:34:17,9,19.0,167,Cartão de Crédito,171.0
12945,Baguete calabresa com Alecrim,13/01/2024,17:37:59,1,12.0,151,Cartão de Débito,12.0
473,BOSTOCK,13/01/2024,17:48:36,2,18.0,115,Cartão de Crédito,36.0
12664,Baguete calabresa com Alecrim,13/01/2024,17:50:56,6,12.0,179,Cartão de Crédito,72.0
793,"Focaccia Tomate, Alecrim e flor sal",13/01/2024,17:55:13,9,20.0,195,Cartão de Crédito,180.0
13704,Supreme / Croissant NY Chocolate,13/01/2024,18:18:42,6,19.0,185,Dinheiro,114.0
5034,Azapa,13/01/2024,19:04:21,5,34.0,155,Dinheiro,170.0
2151,Croissant de Amêndoas,13/01/2024,19:06:25,4,18.0,128,Cartão de Débito,72.0
1488,"Danish Mussarela, bacon e mostarda",13/01/2024,19:11:54,1,15.0,178,Cartão de Crédito,15.0
10264,Cruffin de Creme de Avelã,13/01/2024,19:18:22,6,16.0,188,Cartão de Crédito,96.0
10168,Croissant,13/01/2024,19:20:30,7,11.5,105,Cartão de Débito,80.5
3590,BOSTOCK,13/01/2024,19:23:34,9,18.0,187,Dinheiro,162.0
2065,Pain aux Suisse,13/01/2024,19:31:18,10,14.0,154,Cartão de Débito,140.0
5542,Tradicional/Seu Tico,13/01/2024,19:36:54,3,29.5,133,Cartão de Crédito,88.5
10592,Croissant de Amêndoas,13/01/2024,19:40:47,10,18.0,186,Cartão de Débito,180.0
12391,Croissant de Amêndoas,14/01/2024,08:11:52,5,18.0,194,Cartão de Crédito,90.0
12677,Pastel de nata,14/01/2024,08:18:14,14,8.5,115,Cartão de Débito,119.0
6085,Pain au chocolat,14/01/2024,08:19:53,6,13.5,180,Dinheiro,81.0
519,Azapa,14/01/2024,08:35:10,1,34.0,107,Dinheiro,34.0
9714,Pastel de nata,14/01/2024,08:40:56,13,8.5,130,Cartão de Débito,110.5
1457,Baguete,14/01/2024,08:57:13,16,10.0,116,Cartão de Débito,160.0
8709,Pain au chocolat,14/01/2024,09:01:07,1,13.5,128,Cartão de Crédito,13.5
9301,Croissant,14/01/2024,09:11:16,1,11.5,158,Dinheiro,11.5
892,Azapa,14/01/2024,09:21:48,4,34.0,102,Dinheiro,136.0
1361,"Danish Mussarela, bacon e mostarda",14/01/2024,09:26:51,8,15.0,111,Dinheiro,120.0
2558,Tartelete de limão,14/01/2024,09:39:15,9,16.0,131,Cartão de Crédito,144.0
6323,Croissant de Amêndoas,14/01/2024,09:53:19,1,18.0,146,Cartão de Débito,18.0
12449,Croissant de Amêndoas,14/01/2024,10:01:38,9,18.0,191,Cartão de Crédito,162.0
14100,Tradicional/Seu Tico,14/01/2024,10:04:10,8,29.5,162,Cartão de Crédito,236.0
14815,Gorgonzola com nozes,14/01/2024,10:15:33,7,36.5,195,Cartão de Crédito,255.5
11569,Danish Gorgonzola com amêndoas,14/01/2024,10:15:55,2,15.0,131,Cartão de Crédito,30.0
13643,Azapa,14/01/2024,10:26:26,6,34.0,177,Cartão de Débito,204.0
9346,Brioche,14/01/2024,10:27:38,3,25.0,130,Dinheiro,75.0
7405,Cruffin de Creme de Avelã,14/01/2024,10:29:53,5,16.0,183,Cartão de Crédito,80.0
5745,Supreme de Pistache,14/01/2024,10:41:05,3,21.0,186,Dinheiro,63.0
9996,Pain au chocolat,14/01/2024,10:46:59,7,13.5,105,Cartão de Débito,94.5
7711,Baguete calabresa com Alecrim,14/01/2024,10:58:11,7,12.0,138,Cartão de Crédito,84.0
12751,BOSTOCK,14/01/2024,11:03:10,2,18.0,187,Dinheiro,36.0
14846,"Danish Mussarela, bacon e mostarda",14/01/2024,11:07:40,6,15.0,195,Cartão de Débito,90.0
8699,BOSTOCK,14/01/2024,11:10:02,4,18.0,148,Dinheiro,72.0
14375,Danish Gorgonzola com amêndoas,14/01/2024,11:17:49,7,15.0,135,Dinheiro,105.0
15403,Tartelete de caramelo e chocolate,14/01/2024,11:27:38,9,16.0,132,Cartão de Débito,144.0
13099,Tradicional/Seu Tico,14/01/2024,11:38:06,2,29.5,135,Cartão de Crédito,59.0
2022,"Focaccia Tomate, Alecrim e flor sal",14/01/2024,11:38:39,4,20.0,151,Cartão de Débito,80.0
13,Gorgonzola com nozes,14/01/2024,11:41:30,2,36.5,112,Dinheiro,73.0
12306,Supreme / Croissant NY Chocolate,14/01/2024,11:48:01,9,19.0,181,Cartão de Crédito,171.0
8490,Brioche,14/01/2024,12:06:54,5,25.0,145,Cartão de Débito,125.0
7376,kouign-amann,14/01/2024,12:07:26,6,18.0,196,Cartão de Débito,108.0
7942,"Focaccia Tomate, Alecrim e flor sal",14/01/2024,12:26:18,9,20.0,111,Dinheiro,180.0
13921,Tradicional/Seu Tico,14/01/2024,12:47:45,3,29.5,138,Cartão de Crédito,88.5
12929,BOSTOCK,14/01/2024,12:52:43,7,18.0,146,Cartão de Débito,126.0
11807,Tartelete de limão,14/01/2024,12:53:08,2,16.0,137,Cartão de Débito,32.0
4680,Cruffin de Creme de Avelã,14/01/2024,12:55:15,10,16.0,137,Cartão de Débito,160.0
9468,Azapa,14/01/2024,13:01:32,8,34.0,143,Dinheiro,272.0
6147,Pastel de nata,14/01/2024,13:03:22,6,8.5,161,Dinheiro,51.0
6639,Gorgonzola com nozes,14/01/2024,13:22:28,8,36.5,178,Cartão de Crédito,292.0
9322,Brioche,14/01/2024,13:28:55,7,25.0,110,Cartão de Crédito,175.0
7753,Gorgonzola com nozes,14/01/2024,13:33:15,6,36.5,117,Cartão de Crédito,219.0
5046,Baguete calabresa com Alecrim,14/01/2024,13:34:54,10,12.0,178,Dinheiro,120.0
8216,Cruffin de Creme de Avelã,14/01/2024,13:44:34,6,16.0,145,Dinheiro,96.0
8808,Danish Gorgonzola com amêndoas,14/01/2024,13:53:21,8,15.0,116,Cartão de Crédito,120.0
3170,Supreme de Pistache,14/01/2024,13:55:56,8,21.0,115,Cartão de Débito,168.0
12988,Tartelete de limão,14/01/2024,14:08:09,7,16.0,125,Cartão de Crédito,112.0
14821,Pain au chocolat,14/01/2024,14:26:36,10,13.5,153,Dinheiro,135.0
10611,Supreme / Croissant NY Chocolate,14/01/2024,14:50:34,8,19.0,109,Cartão de Crédito,152.0
3270,kouign-amann,14/01/2024,15:20:49,9,18.0,127,Cartão de Débito,162.0
4108,"Focaccia Tomate, Alecrim e flor sal",14/01/2024,15:23:05,8,20.0,194,Cartão de Débito,160.0
3894,Danish Gorgonzola com amêndoas,14/01/2024,15:30:22,4,15.0,145,Dinheiro,60.0
8227,Cruffin de Creme de Avelã,14/01/2024,15:40:00,5,16.0,166,Cartão de Crédito,80.0
3996,Brioche,14/01/2024,15:48:02,1,25.0,182,Cartão de Crédito,25.0
12607,Gorgonzola com nozes,14/01/2024,15:52:14,6,36.5,153,Cartão de Débito,219.0
351,Baguete,14/01/2024,16:01:17,17,10.0,159,Cartão de Crédito,170.0
4782,Tartelete de limão,14/01/2024,16:12:45,7,16.0,177,Cartão de Crédito,112.0
2100,Cruffin de Creme de Avelã,14/01/2024,16:19:10,3,16.0,156,Cartão de Débito,48.0
5130,Tradicional/Seu Tico,14/01/2024,16:19:32,4,29.5,118,Cartão de Débito,118.0
6462,Gorgonzola com nozes,14/01/2024,16:22:07,2,36.5,180,Cartão de Crédito,73.0
13287,Tradicional/Seu Tico,14/01/2024,16:22:29,7,29.5,189,Cartão de Crédito,206.5
7009,kouign-amann,14/01/2024,16:31:30,3,18.0,150,Dinheiro,54.0
9725,Baguete calabresa com Alecrim,14/01/2024,16:42:56,10,12.0,103,Cartão de Débito,120.0
5704,Pain au chocolat,14/01/2024,16:43:38,7,13.5,123,Cartão de Débito,94.5
6446,Pain aux Suisse,14/01/2024,16:43:42,9,14.0,143,Cartão de Crédito,126.0
10719,Supreme de Pistache,14/01/2024,16:57:49,7,21.0,109,Cartão de Débito,147.0
6847,Supreme de Pistache,14/01/2024,16:58:57,5,21.0,108,Cartão de Crédito,105.0
11748,Baguete calabresa com Alecrim,14/01/2024,17:21:46,10,12.0,176,Cartão de Débito,120.0
6621,Pain aux Suisse,14/01/2024,17:24:15,8,14.0,197,Cartão de Débito,112.0
9389,Pain au chocolat,14/01/2024,17:44:02,4,13.5,177,Dinheiro,54.0
284,"Focaccia Tomate, Alecrim e flor sal",14/01/2024,18:18:52,9,20.0,109,Cartão de Crédito,180.0
12544,Cruffin de Creme de Avelã,14/01/2024,18:47:40,4,16.0,127,Cartão de Crédito,64.0
7797,Pain au chocolat,14/01/2024,19:09:47,1,13.5,167,Dinheiro,13.5
14135,Tartelete de limão,14/01/2024,19:18:50,6,16.0,113,Dinheiro,96.0
6524,Croissant,14/01/2024,19:23:45,4,11.5,135,Dinheiro,46.0
12771,"Focaccia Tomate, Alecrim e flor sal",14/01/2024,19:50:54,1,20.0,143,Cartão de Crédito,20.0
6492,Gorgonzola com nozes,14/01/2024,19:52:40,7,36.5,184,Dinheiro,255.5
4530,"Focaccia Tomate, Alecrim e flor sal",15/01/2024,08:08:40,7,20.0,135,Dinheiro,140.0
8138,"Danish Mussarela, bacon e mostarda",15/01/2024,08:09:04,8,15.0,132,Cartão de Débito,120.0
13317,Supreme de Pistache,15/01/2024,08:20:38,8,21.0,187,Dinheiro,168.0
181,Supreme / Croissant NY Chocolate,15/01/2024,08:42:55,7,19.0,138,Cartão de Crédito,133.0
4910,kouign-amann,15/01/2024,08:53:24,6,18.0,171,Cartão de Crédito,108.0
10281,"Focaccia Tomate, Alecrim e flor sal",15/01/2024,08:53:37,1,20.0,170,Cartão de Débito,20.0
4526,Croissant,15/01/2024,09:01:56,3,11.5,183,Dinheiro,34.5
12500,Supreme / Croissant NY Chocolate,15/01/2024,09:02:47,10,19.0,131,Cartão de Débito,190.0
15167,kouign-amann,15/01/2024,09:07:16,1,18.0,186,Cartão de Crédito,18.0
1954,kouign-amann,15/01/2024,09:15:52,9,18.0,137,Cartão de Crédito,162.0
11051,Baguete,15/01/2024,09:22:30,20,10.0,137,Cartão de Crédito,200.0
7892,Brioche,15/01/2024,09:26:35,1,25.0,150,Cartão de Crédito,25.0
13512,Croissant de Amêndoas,15/01/2024,09:36:10,7,18.0,173,Dinheiro,126.0
9523,Baguete calabresa com Alecrim,15/01/2024,09:37:40,10,12.0,142,Dinheiro,120.0
11968,Pain au chocolat,15/01/2024,09:39:02,9,13.5,195,Cartão de Crédito,121.5
4731,BOSTOCK,15/01/2024,09:41:34,10,18.0,108,Cartão de Crédito,180.0
1651,Tartelete de limão,15/01/2024,09:43:30,10,16.0,197,Dinheiro,160.0
10138,Baguete calabresa com Alecrim,15/01/2024,09:45:18,1,12.0,142,Dinheiro,12.0
15189,Danish Gorgonzola com amêndoas,15/01/2024,09:57:58,9,15.0,187,Cartão de Débito,135.0
4637,Pain au chocolat,15/01/2024,10:07:14,7,13.5,141,Cartão de Crédito,94.5
2101,Supreme de Pistache,15/01/2024,10:16:37,4,21.0,163,Dinheiro,84.0
10707,Danish Gorgonzola com amêndoas,15/01/2024,10:28:23,3,15.0,122,Dinheiro,45.0
9586,"Danish Mussarela, bacon e mostarda",15/01/2024,10:31:02,10,15.0,104,Dinheiro,150.0
3158,Cruffin de Creme de Avelã,15/01/2024,10:39:53,5,16.0,184,Cartão de Crédito,80.0
4425,Tartelete de caramelo e chocolate,15/01/2024,10:41:14,5,16.0,125,Dinheiro,80.0
2741,"Focaccia Tomate, Alecrim e flor sal",15/01/2024,11:08:57,9,20.0,183,Cartão de Crédito,180.0
5150,Supreme / Croissant NY Chocolate,15/01/2024,11:10:08,5,19.0,140,Dinheiro,95.0
4819,BOSTOCK,15/01/2024,11:18:59,2,18.0,196,Dinheiro,36.0
1685,Tartelete de caramelo e chocolate,15/01/2024,11:21:27,4,16.0,170,Cartão de Débito,64.0
7205,Pain au chocolat,15/01/2024,11:26:52,1,13.5,177,Cartão de Débito,13.5
3189,Pastel de nata,15/01/2024,11:29:59,19,8.5,106,Cartão de Débito,161.5
8525,Cruffin de Creme de Avelã,15/01/2024,11:34:16,3,16.0,154,Cartão de Débito,48.0
10710,BOSTOCK,15/01/2024,11:39:21,9,18.0,150,Cartão de Crédito,162.0
4272,Brioche,15/01/2024,11:58:26,7,25.0,167,Dinheiro,175.0
2765,Supreme de Pistache,15/01/2024,12:00:51,4,21.0,133,Dinheiro,84.0
8944,Azapa,15/01/2024,12:05:58,1,34.0,138,Cartão de Débito,34.0
8245,Croissant,15/01/2024,12:11:22,9,11.5,164,Cartão de Crédito,103.5
11777,Tradicional/Seu Tico,15/01/2024,12:11:22,3,29.5,139,Cartão de Crédito,88.5
10056,"Danish Mussarela, bacon e mostarda",15/01/2024,12:25:44,6,15.0,186,Dinheiro,90.0
12935,kouign-amann,15/01/2024,12:26:39,2,18.0,115,Cartão de Crédito,36.0
1592,Gorgonzola com nozes,15/01/2024,12:27:57,6,36.5,181,Cartão de Crédito,219.0
5662,Baguete,15/01/2024,12:31:10,20,10.0,113,Cartão de Débito,200.0
5246,Baguete,15/01/2024,12:32:30,17,10.0,183,Cartão de Débito,170.0
15355,Tartelete de caramelo e chocolate,15/01/2024,12:46:34,8,16.0,183,Cartão de Crédito,128.0
13419,Tradicional/Seu Tico,15/01/2024,13:03:26,8,29.5,109,Dinheiro,236.0
9989,Baguete,15/01/2024,13:13:42,2,10.0,165,Dinheiro,20.0
1095,"Danish Mussarela, bacon e mostarda",15/01/2024,13:27:21,9,15.0,135,Cartão de Débito,135.0
3258,Tartelete de caramelo e chocolate,15/01/2024,13:27:51,8,16.0,183,Dinheiro,128.0
13814,Pain au chocolat,15/01/2024,13:33:51,10,13.5,127,Cartão de Crédito,135.0
4777,BOSTOCK,15/01/2024,13:59:26,6,18.0,172,Cartão de Débito,108.0
570,Baguete,15/01/2024,14:16:58,9,10.0,166,Dinheiro,90.0
12262,Tradicional/Seu Tico,15/01/2024,14:17:21,2,29.5,124,Cartão de Débito,59.0
1336,Supreme / Croissant NY Chocolate,15/01/2024,14:18:13,1,19.0,126,Dinheiro,19.0
5965,Supreme de Pistache,15/01/2024,14:32:43,3,21.0,144,Cartão de Crédito,63.0
548,Supreme de Pistache,15/01/2024,14:35:13,7,21.0,165,Dinheiro,147.0
2777,Gorgonzola com nozes,15/01/2024,14:54:59,8,36.5,105,Cartão de Crédito,292.0
5372,Tradicional/Seu Tico,15/01/2024,15:09:13,7,29.5,167,Cartão de Débito,206.5
9466,Tartelete de caramelo e chocolate,15/01/2024,15:11:06,10,16.0,170,Cartão de Crédito,160.0
8160,"Danish Mussarela, bacon e mostarda",15/01/2024,15:16:47,7,15.0,172,Dinheiro,105.0
15692,Baguete,15/01/2024,15:17:07,3,10.0,157,Cartão de Débito,30.0
13560,Supreme de Pistache,15/01/2024,15:26:49,1,21.0,196,Cartão de Débito,21.0
14641,Pain aux Suisse,15/01/2024,15:43:39,6,14.0,108,Cartão de Débito,84.0
13484,Pain aux Suisse,15/01/2024,16:08:07,4,14.0,154,Cartão de Crédito,56.0
1695,BOSTOCK,15/01/2024,16:08:27,10,18.0,115,Cartão de Débito,180.0
8719,Supreme / Croissant NY Chocolate,15/01/2024,16:09:47,4,19.0,109,Dinheiro,76.0
8363,BOSTOCK,15/01/2024,16:15:28,9,18.0,198,Dinheiro,162.0
14506,Baguete,15/01/2024,16:38:15,6,10.0,156,Cartão de Débito,60.0
7161,Supreme / Croissant NY Chocolate,15/01/2024,16:39:06,1,19.0,150,Dinheiro,19.0
8949,Azapa,15/01/2024,16:41:00,7,34.0,155,Cartão de Crédito,238.0
12373,Brioche,15/01/2024,16:45:14,5,25.0,153,Dinheiro,125.0
4862,Pain aux Suisse,15/01/2024,16:51:47,4,14.0,159,Cartão de Débito,56.0
11452,Cruffin de Creme de Avelã,15/01/2024,17:11:01,8,16.0,187,Cartão de Débito,128.0
4950,Cruffin de Creme de Avelã,15/01/2024,17:14:37,3,16.0,194,Dinheiro,48.0
477,Azapa,15/01/2024,17:26:16,7,34.0,104,Cartão de Débito,238.0
8755,Pain aux Suisse,15/01/2024,17:27:26,10,14.0,131,Cartão de Débito,140.0
3395,Gorgonzola com nozes,15/01/2024,17:32:58,7,36.5,199,Cartão de Débito,255.5
634,Gorgonzola com nozes,15/01/2024,17:33:40,4,36.5,153,Cartão de Débito,146.0
9860,Croissant de Amêndoas,15/01/2024,17:43:10,2,18.0,194,Cartão de Crédito,36.0
5826,Croissant,15/01/2024,18:10:09,9,11.5,147,Cartão de Crédito,103.5
6395,Supreme / Croissant NY Chocolate,15/01/2024,18:12:24,7,19.0,157,Dinheiro,133.0
9585,"Danish Mussarela, bacon e mostarda",15/01/2024,18:20:29,9,15.0,167,Cartão de Débito,135.0
13806,BOSTOCK,15/01/2024,18:21:32,2,18.0,143,Cartão de Crédito,36.0
14745,Croissant de Amêndoas,15/01/2024,18:22:37,3,18.0,157,Cartão de Débito,54.0
14756,Azapa,15/01/2024,18:30:10,4,34.0,165,Cartão de Débito,136.0
6255,Azapa,15/01/2024,18:30:19,2,34.0,169,Cartão de Débito,68.0
2395,Cruffin de Creme de Avelã,15/01/2024,18:30:52,1,16.0,114,Cartão de Débito,16.0
15779,Supreme / Croissant NY Chocolate,15/01/2024,18:35:16,10,19.0,179,Cartão de Débito,190.0
13064,kouign-amann,15/01/2024,18:38:30,1,18.0,139,Cartão de Débito,18.0
7658,kouign-amann,15/01/2024,18:43:03,8,18.0,138,Cartão de Crédito,144.0
12437,Danish Gorgonzola com amêndoas,15/01/2024,18:48:57,4,15.0,184,Cartão de Crédito,60.0
2042,Tradicional/Seu Tico,15/01/2024,18:56:27,6,29.5,194,Cartão de Crédito,177.0
267,Tartelete de caramelo e chocolate,15/01/2024,19:09:02,9,16.0,116,Cartão de Crédito,144.0
12808,Tartelete de caramelo e chocolate,15/01/2024,19:13:04,5,16.0,192,Dinheiro,80.0
8843,Tartelete de limão,15/01/2024,19:18:38,10,16.0,160,Dinheiro,160.0
1629,Croissant,15/01/2024,19:19:04,2,11.5,191,Cartão de Débito,23.0
3147,Baguete,15/01/2024,19:19:27,7,10.0,103,Cartão de Débito,70.0
2721,Tradicional/Seu Tico,15/01/2024,19:23:39,4,29.5,161,Dinheiro,118.0
7113,BOSTOCK,15/01/2024,19:47:06,4,18.0,197,Cartão de Débito,72.0
15638,Gorgonzola com nozes,15/01/2024,19:47:19,4,36.5,141,Cartão de Crédito,146.0
10438,Gorgonzola com nozes,15/01/2024,19:50:06,1,36.5,163,Cartão de Débito,36.5
15312,Baguete calabresa com Alecrim,15/01/2024,19:50:49,1,12.0,103,Dinheiro,12.0
13642,Croissant de Amêndoas,16/01/2024,08:10:50,3,18.0,167,Dinheiro,54.0
7621,Gorgonzola com nozes,16/01/2024,08:13:45,6,36.5,151,Cartão de Crédito,219.0
5951,"Danish Mussarela, bacon e mostarda",16/01/2024,08:19:19,8,15.0,100,Cartão de Crédito,120.0
3177,Supreme / Croissant NY Chocolate,16/01/2024,08:23:34,8,19.0,115,Cartão de Débito,152.0
9428,"Danish Mussarela, bacon e mostarda",16/01/2024,08:30:49,8,15.0,186,Cartão de Crédito,120.0
14443,Baguete,16/01/2024,08:32:22,18,10.0,133,Cartão de Débito,180.0
8534,Azapa,16/01/2024,08:35:06,5,34.0,136,Cartão de Débito,170.0
11087,Croissant de Amêndoas,16/01/2024,08:48:15,4,18.0,162,Dinheiro,72.0
7117,"Danish Mussarela, bacon e mostarda",16/01/2024,09:10:36,1,15.0,137,Cartão de Débito,15.0
13581,Pain aux Suisse,16/01/2024,09:14:26,10,14.0,100,Cartão de Débito,140.0
9899,Tartelete de limão,16/01/2024,09:56:07,5,16.0,119,Cartão de Crédito,80.0
11686,Supreme de Pistache,16/01/2024,10:02:59,4,21.0,137,Cartão de Crédito,84.0
15679,Cruffin de Creme de Avelã,16/01/2024,10:18:36,2,16.0,123,Cartão de Crédito,32.0
4973,Gorgonzola com nozes,16/01/2024,10:24:15,5,36.5,145,Cartão de Crédito,182.5
4325,Danish Gorgonzola com amêndoas,16/01/2024,11:16:47,2,15.0,117,Dinheiro,30.0
13257,"Danish Mussarela, bacon e mostarda",16/01/2024,11:28:45,5,15.0,168,Dinheiro,75.0
12321,Azapa,16/01/2024,11:36:07,3,34.0,142,Cartão de Débito,102.0
15165,"Focaccia Tomate, Alecrim e flor sal",16/01/2024,11:37:45,2,20.0,166,Cartão de Débito,40.0
968,"Focaccia Tomate, Alecrim e flor sal",16/01/2024,11:40:22,1,20.0,123,Cartão de Crédito,20.0
7316,Croissant de Amêndoas,16/01/2024,11:59:30,10,18.0,105,Cartão de Crédito,180.0
5369,kouign-amann,16/01/2024,12:01:44,6,18.0,159,Cartão de Débito,108.0
3685,Tartelete de limão,16/01/2024,12:28:35,3,16.0,192,Dinheiro,48.0
15453,"Danish Mussarela, bacon e mostarda",16/01/2024,12:37:46,6,15.0,182,Dinheiro,90.0
9210,Gorgonzola com nozes,16/01/2024,12:37:54,3,36.5,151,Cartão de Crédito,109.5
2963,Danish Gorgonzola com amêndoas,16/01/2024,12:38:25,4,15.0,134,Cartão de Crédito,60.0
7748,Tartelete de caramelo e chocolate,16/01/2024,12:41:15,8,16.0,100,Dinheiro,128.0
106,Supreme de Pistache,16/01/2024,12:41:26,7,21.0,198,Cartão de Débito,147.0
10359,Tradicional/Seu Tico,16/01/2024,12:58:12,7,29.5,196,Cartão de Crédito,206.5
4258,Supreme de Pistache,16/01/2024,13:02:54,2,21.0,148,Cartão de Crédito,42.0
15171,Croissant,16/01/2024,13:13:15,6,11.5,157,Cartão de Débito,69.0
